clases;Varianza_aX;Varianza_aY;Varianza_aZ;Varianza_gX;Varianza_gY;Varianza_gZ;Suelo
631;0.22776429;0.02318784;0.34644749;3869406823;28821018803;2588436957;0
632;4151377889;0.02204496;276435.66;911019284.6;4887688069;1547635659;0
633;4110605012;0.01389424;0.01049596;3600742307;10525610869;3401889382;0
634;0.26429709;0.02826696;0.37695385;3038576932;22415270424;2996734794;0
635;2544846764;0.01681281;1102037264;2437986132;12424813371;502288885.6;0
636;3338799373;0.00246496;0.01420216;2175821273;12169110718;5588497174;0
637;2584918345;0.11192205;2653320844;3058281057;20585489218;8407698437;0
638;2882036937;0.00741756;1158252741;1113696585;6423733745;527412834;0
639;2962367543;0.01321444;0.0116862;1852284843;11996518459;5303275158;0
640;3079356612;0.09911781;0.23433009;546042324;5489051347;2830508428;0
641;1453828627;0.06185064;2249598458;1611042421;14543591194;1818126715;0
642;3357749384;0.00949124;0.01711069;555177365.8;3555184609;1895569634;0
643;4690791313;0.06098781;0.06143421;2789301954;7037164726;2048114120;0
644;0.13319416;0.02623905;9203382817;1690259102;44290437418;1222465295;0
645;5418607768;0.03491929;0.01074449;2016314783;11064037347;903442020.6;0
646;3452711599;0.02550629;0.03782856;1249638455;13173424596;1044730808;0
647;0.04894349;0.00791356;0.13405085;5054730497;48864717976;882257020.6;0
648;4024190751;0.01043561;2375552748;1141255004;9539383572;492799623.6;0
649;3606396497;0.02527445;0.02118116;2903403648;12648079621;3835906773;0
650;0.16926141;0.02614304;0.30107249;2842658341;38959679406;5322481492;0
651;4871832344;0.00911909;1740885612;2053974794;7885093446;1542833962;0
652;3441260731;0.04285001;1455066898;2072584848;11169181355;5936775280;0
653;2661643003;0.06462169;9025915837;3057710498;4624268175;2940823989;0
654;2996688586;0.05607396;1915383986;3443246147;10014813742;4540621819;0
655;4864970338;0.00295061;0.01162861;1179202555;10182564360;4863525590;0
656;3920642249;0.05692856;1193152623;3461940341;4486542789;1682451038;0
657;0.0247326;0.00946109;0.10809801;4613323771;30526263093;218062993.2;0
658;4747397786;0.03955781;0.04606585;4702565356;14336418552;1285536927;0
659;3549838925;1813686508;0.03531961;4607036841;8827512731;6298199071;0
660;1086436142;0.06127216;0.3141936;10016080673;16738291634;3783351470;0
661;5921995064;0.10156269;1297576901;3869353558;8102641149;4139974899;0
662;3888985072;0.02831409;0.02345105;2526499607;4248755907;3989942415;0
663;3865867008;0.16227785;0.14673241;1464517522;6536379167;4812352270;0
664;3327832759;0.04995049;3186201164;5433114788;30633387556;1220565715;0
665;5516458334;0.00923536;0.0131618;1448245895;7835995955;6918057253;0
666;5893099122;0.09338604;1134045011;4002552246;7259813228;4933088207;0
667;0.22577801;0.02750901;1038388608;2417790239;32523624779;1451051898;0
668;4609036774;0.0132068;0.03808729;3765526256;10319204439;2233578222;0
669;4786965739;0.03662149;0.03556609;4102825855;10977617369;1889666713;0
670;0.0716822;0.01295801;0.06590385;5252050989;40052926608;728263536.8;0
671;3728440032;0.03411189;1400638364;1880121352;19713682159;1074818395;0
672;4138204911;0.01680989;0.01501369;1832632848;7638937136;6370712781;0
673;102911646;0.073116;0.34823056;3014612405;13121208821;7109311824;0
674;5276876368;0.06078781;0.17218324;2501121711;9942904664;2682276728;0
675;4769469332;0.01060561;0.00520744;3264562399;7232227541;11061609796;0
676;2888950334;9086616762;0.25602361;7162754185;7249974813;14451045821;0
677;4154838237;0.04445476;1049394387;3266300900;12160866244;3051622888;0
678;3839428232;0.01468164;0.02817769;1573550186;3313358370;8141570980;0
679;4065680068;105432706;0.08459904;2536635859;10219253203;1307887568;0
680;0.1416436;0.01791416;0.23540901;2475517433;47358061329;6679595332;0
681;4928974884;0.02946841;1076857305;10280769573;4251011852;7599345631;0
682;4427119119;1072257563;0.01892016;7473272614;10538637868;4700108407;0
683;293450782;0.12131324;0.05440564;14065800282;4914971234;2578161450;0
684;4911941385;1662904271;0.04583589;3604699713;18896534792;7494448267;0
685;0.16125264;0.01466576;0.20174384;2676699555;69812883773;3233097615;0
686;6685123453;0.01837856;0.04649064;1105670677;21435938315;1462843621;0
687;5837090744;1044779414;0.04349096;3219855832;17337735740;2360851060;0
688;1253700544;0.01402869;1257328419;5377077978;68912439190;2448449679;0
689;6314856392;0.01232321;0.02164749;5286896403;16057930776;10747699965;0
690;768604042;1733239614;0.12726689;1854737634;8315556918;7228465551;0
691;8226068754;0.06476941;0.41386144;3824170318;30724525764;4295772423;0
692;595790711;9851040882;0.01019744;6051150516;12275422888;15131938787;0
693;2931128995;0.08144216;0.304456;5360318016;23813236916;9420925596;0
694;5456587864;0.07795636;1052835095;1164363027;9474538801;2084175603;0
695;4540896315;0.00908936;0.01362484;3268620474;8145089444;7756702685;0
696;0.18863225;0.05768576;0.26528964;5503779521;28729458104;5942927860;0
697;3872880928;0.0735948;1394094918;3099937174;18351744028;1208539539;0
698;5676625154;2209592149;0.05132824;4755487051;17566870626;9566419298;0
699;0.15208836;0.02604209;0.15828709;4332097587;29952634069;3811514164;0
700;554562086;0.05439909;1954198099;2877774967;10449319198;2788098872;0
701;4739673679;0.01202945;0.03714824;3079282545;2427776019;8224016326;0
702;1587688506;0.07631216;0.33734605;6768372572;9547555105;5253875290;0
703;5787748402;0.07187325;1269714253;2925783078;9739502516;2850797610;0
704;4817465189;9852167717;0.01983936;8655931638;22920083795;8447651174;0
705;9629616949;0.04353345;0.31037625;3604613179;20492089495;4762402740;0
706;5489054844;1004806916;1156768233;1341381822;6925886458;4125459404;0
707;4223056179;0.00332641;0.01148596;2656423422;3222491903;9881017473;0
708;4040137065;0.16199396;0.28593301;3249104238;6898134020;6606030446;0
709;2243386115;0.07350369;2399970998;3243926004;18136325762;2584163819;0
710;4552556705;0.00851801;0.00817564;2523465665;6043745886;7676820778;0
711;4444418791;9170602531;0.05641405;2503828093;10767342417;2237246488;0
712;0.05017436;0.01278456;0.10789709;2085038924;32835515615;1087429030;0
713;5638226852;0.03068081;1778241976;2716730848;17931385337;3071090786;0
714;4024927948;0.01858105;0.06442009;3455652140;11005682756;5522611203;0
715;0.13301976;0.03946784;0.2496456;2880338010;27217697273;5889145435;0
716;4964306426;0.08864525;1909520924;1961068804;11574537676;1085912519;0
717;4987747412;0.00677289;0.02382945;3897575506;11669413708;11746578113;0
718;1279390362;0.10740564;9492417333;5851831426;11922292924;6181892998;0
719;5097749714;0.12752101;0.22584584;3660287403;10087229550;2715775465;0
720;3529417647;0.0162408;0.01036029;1637432857;3799004632;7214031065;0
721;3432501395;1310540313;0.1938726;2614759341;4516884395;6960564579;0
722;0.37294404;0.06556881;1137028807;1935709096;21686535347;2555652556;0
723;3547450871;0.01166425;0.03934429;865489623.8;3466765280;3742826726;0
724;4836195713;1719171604;0.0688536;4284337054;14153904550;3595490974;0
725;0.07989709;0.02620709;0.14567781;2776706133;39019443000;4051964179;0
726;3130359939;1157932112;0.06592025;18796575738;10082665862;2873633069;0
727;4651787957;2753286975;0.04473684;4585367703;11963562125;5971041585;0
728;0.07478661;0.03337009;0.20927209;1427932192;13238766502;5429335244;0
729;194266021;0.09535589;1660457753;4475274018;7027631868;1358588532;0
730;4127245212;2297937747;0.0325138;6379909974;8124341092;8554407100;0
731;4851101364;1417003039;9813020051;5656933093;15654998876;12153000017;0
732;4361369507;0.06453961;0.35164216;1283720709;13852997079;2259716036;0
733;428649534;1190831493;0.00907309;3290929659;10098499426;10987851675;0
734;4558971531;1891966132;2258805539;3946835546;1941462943;11789026487;0
735;2107085633;9452178917;1561003794;3448872819;16943818222;4616375193;0
736;3599755663;0.0170042;0.00591984;1206062847;10316397208;8515045892;0
737;5140160792;0.18418469;0.10920705;3664643922;3691336921;5289088240;0
738;3924112461;0.1021716;2010674961;5105075772;26925156580;6497757696;0
739;5088233051;1113277384;0.00690324;4933283303;6189269808;13800540483;0
740;5912817769;1541374205;0.27414156;10143113099;5642965869;12199807518;0
741;5702184375;0.09470864;0.31235401;4336153067;12492579604;4980576154;0
742;5713038144;0.01821276;0.00877821;2081708917;8393013430;15214311200;0
743;3005188551;0.10837804;0.33323525;5027548434;12701833743;10029796620;0
744;6792541521;1076413592;0.19118936;5555057299;6725671410;3292739810;0
745;5032154449;1701881116;0.01081509;5370441867;14749087052;10701327852;0
746;1058162622;0.0646412;0.27425445;4157380961;14752369653;5567004622;0
747;5102904932;9101471322;0.18132241;2981861330;12722980461;1857033184;0
748;3832866867;1725239875;0.00615064;2654811735;4224450417;16399386362;0
749;1888213456;9470363983;0.1677214;4338847635;2914806382;11058695673;0
750;8473144213;0.06335001;0.20989836;7499220016;27113276300;1555259326;0
751;5841785536;1240890207;0.00695705;4094916886;9039829770;12525153930;0
752;6567861532;2028824191;0.18063641;6521765218;5810460712;7261288164;0
753;1580321917;0.07999201;3037458887;3259221367;21123440322;4870329502;0
754;3766095673;9076712934;0.02824901;4005921426;6243357927;12882596704;0
755;561591939;106067145;0.16601849;2750594336;3443480223;7818841387;0
756;1737624846;0.07207901;0.3742024;5009080649;28522358266;4262939607;0
757;5009818354;1709837075;0.01940876;4653873763;5622069553;11172152984;0
758;6961930633;1942074393;0.27264924;3671661463;9713850196;8668126767;0
759;5065365883;0.04750064;2412308305;2050634890;25822350988;2131671910;0
760;3944170856;0.02014356;0.00504824;3151675177;13796694503;6080667424;0
761;5254036161;0.10423776;0.27145556;6187361134;6953671356;4514288524;0
762;2605313484;0.07374764;0.24442729;7011947553;22266680300;4269307877;0
763;4888627229;0.00722409;0.01105829;8591833234;3182711994;18648998645;0
764;5298555467;1821446553;1810542915;9023058346;3443519567;14725996505;0
765;4169243301;2932169109;0.27802204;18707764221;24114808727;10977155381;0
766;4880708468;2320848074;0.05746601;4434677134;15979119651;23009317701;0
767;1762222832;0.0437786;0.23552444;7109740961;27562774221;5822791768;0
768;4098048022;953954721;1014566056;6581565404;13263455253;2751550917;0
769;4927558049;2685537994;1118032658;9384923066;15556521782;17826238727;0
770;0.07686989;0.03948104;0.19795525;5693606825;44069515489;3813126009;0
771;4850610971;0.03116049;0.06042556;2641369398;16490656450;1591206860;0
772;6645415799;9461578739;0.02152585;5822222497;17354640155;6367696890;0
773;0.16258964;0.02706489;9032641023;6583079494;35022353588;3681391982;0
774;4613751584;0.01590376;1079813983;4357585554;8769526742;328253041.7;0
775;379958552;0.0256398;0.01112941;2251332624;11954744294;5345997202;0
776;1751988519;0.04838409;0.31785304;2413528032;8970290538;3576836790;0
777;2857769318;1128739746;9530704674;18309920847;18879281977;9449987941;0
778;4628285036;0.01697161;0.01192616;4910469695;7251861873;11574523220;0
779;5244627866;0.09777184;0.17111324;1323579825;3434884419;6678812925;0
780;0.26629581;0.0203916;1379809627;2516092630;25983701327;989453687.3;0
781;5130494358;0.0262078;9520714523;4050816044;13784921655;3728302952;0
782;4248378769;0.06234596;0.02241629;2123894321;7430807695;1466242142;0
783;0.02291664;0.01810945;0.15218976;2907510807;43876547152;926120867.3;0
784;5198293606;0.07611121;1310223421;6651723736;13336067831;6421777624;0
785;4492847828;0.08276365;0.03740776;3067732546;9946818761;2354624503;0
786;0.08295004;0.02290265;0.36545009;1251149064;53970915821;762163671.6;0
787;3814846765;0.02090345;1477872388;2586349059;9244059934;887623735.2;0
788;4226863117;9591994867;0.04342736;4430473870;15997217481;2779161930;0
789;0.03899925;0.0342624;0.21277124;2547672650;40897985086;2407340154;0
790;5030276217;0.036003;1846389526;1185545752;18461481127;346271129.1;0
791;4215986605;0.03190069;9353311987;3742174483;14933036815;3274068108;0
792;0.05925256;0.04383064;0.22235189;5411252158;48339315908;1429825223;0
793;3478338212;0.02293844;1371316155;1023155971;15359192210;236974401.4;0
794;4933952043;0.02598829;0.02278636;3445405424;16566033203;6367244722;0
795;9524245977;0.04480669;1012731255;3865508977;43920292844;4889000298;0
796;3692258363;0.02089376;1948429924;565838838.6;13906621321;335593806;0
797;5093943649;8986784835;0.00720564;1964926484;15564712565;6229273497;0
798;0.02829644;0.00974244;0.18586229;3224155766;48264001009;3038554818;0
799;5025389246;0.03331481;1687766445;1634593507;20020818321;333880369.4;0
800;4995023274;0.0242414;0.03224909;3432015670;13479973109;6382004504;0
801;0.04454909;0.01701664;0.22820021;1551871243;25993758871;4221287282;0
802;4476188364;0.0255914;178032.91;1574009999;10970372991;781338382.8;0
803;411269115;0.00897736;0.02116236;1724092665;21121747686;4898947266;0
804;0.10992016;0.02795489;0.33400616;3012073063;42867413590;4320882362;0
805;4278045704;0.05807145;2150648685;1168338008;11258710048;1065792852;0
806;4820531132;9795064738;0.01918169;2116301454;17564564578;5743092155;0
807;0.05081801;0.01322301;0.22107109;4167723245;47604484851;4746613623;0
808;4834378323;0.04956041;2017671489;488103104.8;13510990840;506535244.6;0
809;4104459962;1811771114;1014035265;2359899939;20684506772;5183537281;0
810;0.0363334;0.01657701;0.26155369;2366361071;46805475790;5593004235;0
811;4419990824;0.05369064;106816.29;1747288646;18994555293;346610109.1;0
812;377408381;2894581993;0.03471344;2610700129;14123945641;9474049507;0
813;0.01149896;0.01053221;0.22215701;1900622379;52032136619;6336106263;0
814;3930374693;0.02325896;9556460032;873636791.5;14626432841;2614150817;0
815;2971323468;3467282117;0.02311149;929387449.4;7884016254;11752635740;0
816;0.01633396;0.10537576;0.10642901;1031448279;15805416342;27316405423;0
817;2858414523;3138753636;0.04969704;3278255123;3792325001;6586207235;0
818;3420421651;3071137179;0.07770041;3827215942;9044762876;10671296022;0
819;0.1643938;0.05760561;0.3038102;4949514454;28749627282;9336827810;0
820;522442948;107607913;1918718035;1030944245;8699714907;2285374332;0
821;4397685779;1707339382;0.03679409;2537139512;13786279436;8335487774;0
822;0.06041409;0.01925904;0.25774704;3984313647;56217461686;4626387951;0
823;3184092595;0.01694996;1562004631;642627905.8;18601386602;511780103.4;0
824;4949551061;0.06292064;9314172649;1411298744;18493921893;2019489334;0
825;0.12043969;0.0207;0.31444189;1870596980;67586253060;1902037207;0
826;3200620619;0.0184898;1081783088;1626493315;23334758771;1164790803;0
827;4994677326;0.11077565;0.28702181;1134764287;4629108758;3099991056;0
828;2925251276;0.03802761;3414533675;518972777.2;25742005432;1521225694;0
829;3677323415;0.00693536;0.00581101;1232921582;33939810820;4081792453;0
830;195050079;0.06344381;914461326;1357255442;21656025297;4815466728;0
831;4965532184;0.05124016;1168831782;2922907577;5244060524;1577430276;0
832;4215143326;9257387414;0.01722224;10384419294;23336058354;10154981749;0
833;0.10972996;0.01981716;1047603001;2655199764;50821366190;3726347678;0
834;3272983215;0.04156569;1199431565;623260416.8;14468401019;970021218.3;0
835;4691003836;0.08333089;0.04480016;1870664069;22367636408;3151764651;0
836;0.12779024;0.05520021;0.34067601;2591256176;51713842000;2506082067;0
837;3263380526;0.01116644;1378263716;901964106.3;11048791398;2764172349;0
838;4908889505;0.15727216;0.07852981;654462374.8;7643777041;3052433864;0
839;2560965054;0.09129884;9754179162;932727310.2;37936798363;4193874046;0
840;4338220753;0.02033004;0.00479221;2543938940;13628263671;7693929268;0
841;4939572788;0.18329176;0.20688976;1705687635;6641102000;7411138293;0
842;4665182602;0.08539636;1504501219;753785220.3;14102880584;3498606052;0
843;3567596075;0.01623164;0.00706456;4590000050;26666353884;13332785575;0
844;1067652398;0.08733621;321961798;2955106584;54036916411;9696792098;0
845;3839259617;0.05783609;2109475132;828538698.4;10458608427;1733186383;0
846;5010689135;0.05295385;0.032284;1735078677;23022399920;5605469388;0
847;0.03711704;0.01095761;0.14821741;1314434680;50488704007;6249459532;0
848;3661361008;0.01315969;1041343102;1978538621;16466382086;4806076549;0
849;2953326191;1760108921;0.09819809;2116952932;9437794756;1262155172;0
850;0.03712041;0.02161104;1024586274;4920505528;49341407497;3811369874;0
851;4370825668;0.00753129;935325459;1994751901;11505084751;778509563;0
852;5048486886;0.03374004;0.03717544;803753697;24255377051;6603321337;0
853;0.04934464;0.035665;1551289189;3863176673;76046637745;10953093228;0
854;5362970717;1771887803;0.01672684;2375488513;20677869320;7417815675;0
855;623122968;1940987531;0.12108461;1886494905;5957780021;6450128916;0
856;3798438525;1102483895;2619594368;3142402991;41799931301;5422125916;0
857;4605715199;3373444992;9263182724;8186763559;33705146762;37922793185;0
858;0.12418124;0.03201676;0.272391;3265343607;45562120226;5081128220;0
859;4916311659;0.06454196;1765128746;674599024.5;19048461593;3681746468;0
860;6425999652;0.10316821;0.03523644;1106726187;12630880353;2948003019;0
861;2041417523;0.0806038;0.33389044;6693786905;55710395714;8861077379;0
862;2225698586;1050092527;0.01256521;3010406375;24856415372;16432507232;0
863;3048166788;0.10098904;0.44977401;2874838663;18509149773;7002979669;0
864;3322778663;0.06133876;2340678655;976201130.9;6487526026;1417423545;0
865;280983504;0.01110849;0.01492729;4564558179;29725049732;12413452284;0
866;0.10288925;0.0557434;0.38178761;2592347174;30786593020;11518419705;0
867;4428570777;1228905695;1136419664;3921375740;7162337841;1208602013;0
868;5431172607;2806184049;0.04852836;4604379171;17947512962;8733821947;0
869;0.09235601;0.03505116;0.26760649;1849684077;65292541346;4617496744;0
870;4386735077;0.01505889;0.0258254;1067169362;13042812777;2218523314;0
871;5285772654;9209452312;0.09940929;2172824699;10059249250;3746946463;0
872;902280678;0.02501709;1228181861;812635203.2;40058072893;3252632988;0
873;3813208265;0.01435905;9153907665;1370439443;17343725544;6154003345;0
874;5171817167;0.15838784;0.31090201;1794056135;6526186747;6150664079;0
875;1840372415;0.05903589;0.43530616;2057502337;18252068415;3506874247;0
876;2155930666;9682537409;0.00844136;2217634981;28133653103;13310399995;0
877;2933568346;0.07549029;1987808876;2804759294;22739552036;5914546824;0
878;6093877416;0.08254384;0.19054445;287164754.2;6263113517;2011581791;0
879;4849928402;0.01209856;0.02863681;2647700840;26596317178;11375070681;0
880;0.05333861;0.03536961;1824169216;3483999389;72631343173;10621189252;0
881;4231934368;0.01663236;0.0502518;3908612967;16223676738;6161718480;0
882;5047296021;0.09395136;0.03402436;1370701669;12086524006;2260518863;0
883;1328849855;0.0996066;9922225327;5635600303;50485493664;8945303399;0
884;4509180855;0.00305316;0.01503109;890187081.8;17077999165;14188801628;0
885;4976565404;1611798532;0.21592969;1038616408;2866585186;5896965176;0
886;5191197232;0.08523136;0.29595621;981196191.3;25167921642;2661013598;0
887;4575331143;1036423022;0.0085508;8737065683;25307657809;14659420419;0
888;0.24719204;0.10972524;0.41976776;6719304818;38867159432;11350390167;0
889;3806922376;0.04833429;0.137772;3098767966;9918576261;2886676178;0
890;3921264874;0.03668041;0.01361916;3523885762;31817078066;10808078508;0
891;0.03802616;0.03179001;1088480001;2533247694;60511953015;6941593197;0
892;3671174184;0.03444005;931587881;1912368092;17796857115;3340390384;0
893;4278945355;2407712592;0.10776309;1420094807;11636784624;5504292486;0
894;0.08780116;0.06798924;1037958464;357970351.2;38618154084;5154829129;0
895;3298696653;0.00806981;902575782;897480873.2;10862325014;3126047281;0
896;444483487;0.08242869;0.05580456;1320601971;7870122666;1545913665;0
897;0.09579201;0.04304789;0.26330984;1559211670;40198280813;4092709717;0
898;4089766243;0.01144361;0.02944356;1179976709;12306616270;1436481958;0
899;519255431;0.05583141;0.02442936;1635352398;9098158162;3840922084;0
900;0.03479616;0.03974645;0.23988109;2650175956;49050071007;7563455245;0
901;2643031938;0.005557;0.03879904;387319489.2;3664067166;1537486758;0
902;4155711674;1019471185;0.04148961;1166061773;14587921300;5994664717;0
903;0.03588996;0.05241164;1242078484;1210681336;51153488858;9493027245;0
904;4523974115;0.05230476;1457384165;1628819924;10079921804;11010220842;0
905;4199503265;240093813;0.10877509;840723990.8;5043097111;5924970783;0
906;0.22192476;9527589832;0.40352521;968106781.7;25385138584;17059080553;0
907;3625922639;0.00433329;0.00984996;1114676518;1856944534;13697232472;0
908;3913740008;2970389873;0.18504836;1610786608;3839026130;8933206529;0
909;1796688588;0.06913304;3763338608;1118760580;17138964439;3096663186;0
910;3411471165;0.02441221;0.0218498;488168433.8;11750445183;10420184162;0
911;2772394428;0.19789865;1846142053;4090239391;6760676762;11366672604;0
912;2309644664;0.10382949;2212395806;801535201.1;2252890013;2506279413;0
913;1553950116;0.02105021;0.01592949;719426237.1;15838809969;8742589375;0
914;2748744088;0.09419701;0.24382216;824884642;5650689640;7763578538;0
915;4501565516;0.06154064;0.48004564;1889429769;9173312767;4719537553;0
916;3565290949;0.01514204;0.02129056;855112394;17843304803;16540165162;0
917;1087531122;0.06967416;0.31091304;2860916708;17842282738;12856883633;0
918;461290898;0.049226;0.24107601;697796969;4610202608;2544916690;0
919;4229266117;9240185988;0.00896384;1046256117;13488192639;14356097051;0
920;0.16147204;0.10388065;1511616974;2611782750;15782419841;14830405635;0
921;4002833125;107623095;0.23008796;2028880328;4632309468;1302110218;0
922;3246969778;3539175049;0.02980216;6391374271;17519711842;15277373135;0
923;0.15292524;0.05889429;0.37317941;2089760038;28233782947;6872782361;0
924;429706303;0.02866756;98369948;911479940.2;4274599004;630772977.4;0
925;4332584159;0.01275676;0.00483989;1826031328;16792356183;6526967146;0
926;0.12322641;0.03195829;0.32355485;1935733195;25628364312;4106194471;0
927;343021951;0.05025684;0.12353769;414852194.6;5347640504;768755136.2;0
928;3513894694;9774842206;0.0086822;1809819791;16514176507;8240894011;0
929;0.21789156;0.06975709;9735092762;3328951668;18835290669;6717298821;0
930;4812423603;2379634449;0.11629901;2258508126;10895096109;4585045502;0
931;4410875129;2025797933;0.00180796;1609979514;2088516258;13472589633;0
932;150023132;1920790409;0.29735216;4046986164;12997188929;13415591177;0
933;2541734585;0.05889389;1466710863;812092831.8;5531304918;1765844743;0
934;4155486565;0.00680141;0.01105824;5043915475;15423557112;6433539956;0
935;1470426349;0.03155544;0.36314589;1838356109;14335808750;2835055848;0
936;0.23734785;0.00925304;3030409212;654507148.2;6349906580;295510267.6;0
937;3056005044;0.021473;1774648633;1572080076;19439563445;1091223403;0
938;277398247;0.0458454;5073220775;676180923.5;6225677183;2499237970;0
939;3576167665;0.01520049;2950068977;532699715.6;5775612602;1098994527;0
940;3218051947;0.00734584;0.00474749;3214854890;18862380284;6052324627;0
941;4208669331;0.07404265;1745259289;2186941865;17572145813;5103090743;0
942;5702757292;0.06155164;0.21705056;2154526323;4892797530;1052909791;0
943;5123076786;0.00468176;0.00481569;5862882228;9165395273;7237700313;0
944;2071554478;0.0639118;0.39881421;4763546445;34010896002;4608293190;0
945;5117095478;0.050826;9372849567;917287585.4;8031191017;581653391.8;0
946;5761281832;0.01605505;0.02059176;3432515475;22094735716;3893467798;0
947;0.09891401;0.01176741;0.28910949;3931520286;47947249692;1854349562;0
948;4059250168;0.06431404;0.03560349;3821524492;17575200738;721542866.3;0
949;5416575153;0.06474676;0.01647985;2793564174;19197377907;2718625126;0
950;0.04715989;0.01428901;0.27569601;2792429174;67136439813;2006936398;0
951;3411467091;0.01593889;0.01184589;2122152839;16379642055;1788758878;0
952;5332510013;1796619773;0.06071601;2906081388;15680521158;2720680940;0
953;0.23659104;0.04920881;4365153434;1908770354;49367599637;4094081343;0
954;3823993539;9204184563;0.0141508;3798668496;11180819902;4068424449;0
955;5343946068;0.14865909;0.10250045;1408587347;7623204689;3027233741;0
956;0.19691296;0.00844704;1194837255;1124151087;34966403190;1275982885;0
957;3103439012;0.04273221;0.04023284;2312333197;12387270641;4426967811;0
958;4576526803;0.11323841;0.06221344;934191760.5;4750056413;3595631276;0
959;0.20970764;0.01956924;0.24972401;1177490378;41444129727;932366692;0
960;5366412277;962868853;0.02550069;4117204387;15071665325;4251565472;0
961;452500.01;3387806891;0.0770816;5424666035;10277349090;5170155023;0
962;0.14619264;0.02704941;1575678746;1706283907;34926908241;1793334325;0
963;5072318698;0.05762901;0.01970536;10268741041;15495715644;7670026820;0
964;4703958095;3169110507;0.15784361;3533872303;6922620046;9174093554;0
965;0.31470616;0.00975361;0.40391336;1128790139;29339196550;735782940.4;0
966;5503345354;0.08120525;0.02191381;7894088452;18261377070;2768667646;0
967;3798534802;1794625274;0.11229129;1739651555;8599394975;3783314318;0
968;0.21957029;0.01186169;0.36777376;1292379295;39573045456;1008290013;0
969;5757484364;0.01894136;0.05781469;7615004742;14932113552;4364844102;0
970;4336399772;1032994176;0.04453941;3354505374;12372445283;1054060847;0
971;0.0282492;0.02851249;1280290929;4734266297;35795561928;1440641497;0
972;5509000994;0.08405284;0.03544569;2517335337;14416297482;1986853150;0
973;522892819;0.03544569;0.033766;2732844354;21465380433;1230632105;0
974;0.05326276;0.03694529;0.18393469;1281885295;37406523799;1356162742;0
975;8789243917;3089685635;9302781352;13868174122;39503195524;8851621967;0
976;4505414334;2884852283;9617483428;2254075466;10014313794;8310433754;0
977;5725783043;0.06821509;125749996;9454907254;34714230871;1922708349;0
978;5609698131;2463429445;0.00573769;8570533328;4557036028;15580700708;0
979;6179973449;1989349474;0.10849124;5919420906;4886534648;7155422716;0
980;5909238736;9693221801;1575476238;6750314299;34134767446;2675670839;0
981;6469302238;2031107412;0.01509601;5669017201;18062032070;17452131174;0
982;4809097424;2104813883;1167924655;9761990926;5317795600;14807877812;0
983;5518468397;0.12924949;2477668297;4896670846;20111640441;1277169347;0
984;3865596049;0.0059216;0.00475796;6491504776;4214158705;8198695039;0
985;3000430843;0.11124216;197765764;3943522252;8304820875;3951663869;0
986;6452883466;0.06253205;0.29012976;2450477421;15680911650;902981935.5;0
987;5009887796;1711070619;0.00959684;7786006968;3589625222;5731401275;0
988;3807503453;0.12560989;0.20866256;1983556153;542368416.4;3591312958;0
989;4569846908;0.17098709;3887112126;4261325801;25262744942;3709331929;0
990;4704335257;0.00487725;0.00181021;3356016558;4649046348;12488822028;0
991;4998689223;1769764106;0.05982596;5342397946;7391814503;6004208058;0
992;384497363;0.04933364;0.32739036;2038162331;41670866905;1973551284;0
993;6633813069;191635936;0.02744281;10093927711;16693115543;8650510136;0
994;425960591;355597834;0.05619964;11228054835;11432794482;4028387220;0
995;0.19006201;0.03199929;2558143875;4001924799;48158968037;809056857.9;0
996;6047000034;0.00964856;0.01035645;3032805133;16997420689;2694561903;0
997;409807889;2087386622;0.05798901;6655335164;13660749203;2352543279;0
998;0.10788481;0.01045765;0.26608324;4820672130;59546049598;699187961.6;0
999;6901438504;0.02764276;0.0112548;1070172289;19873365496;2365150298;0
1000;0.02864649;0.00271004;5772827712;1526077119;23749777179;657309715.4;1
1001;0.00515081;0.00651065;635849077;523242901.2;21504942734;77228011.26;1
1002;0.0077448;0.00621721;467411285;807462384.8;3945637232;97279510.01;1
1003;0.01017456;0.01150184;9925321408;835015907.3;1021747578;121398834;1
1004;0.03350861;0.00562109;4286690926;1001717014;1492825792;422962042.4;1
1005;0.00879025;0.00886605;526496873;2026656370;26730045224;344581174.8;1
1006;0.09543424;0.01970669;8398006329;1874170226;28289437449;770966910.9;1
1007;0.00277901;0.00507049;4560061528;837910105.8;22278637054;1239841347;1
1008;0.00388161;0.01287421;5857234408;2031542260;23203502218;476221639.3;1
1009;0.01099445;0.00321869;4114025772;2578539191;17692495151;282433480.6;1
1010;0.01458769;0.00146265;7694913652;2598369554;36779676227;86808173.16;1
1011;0.00479965;0.0015728;3291269798;1597636537;15345377210;284286257.6;1
1012;0.03513596;0.00829585;6747462801;1490090151;24709781976;194417753.1;1
1013;0.01051425;0.0030744;3918171688;768781716.2;3776561002;190949817.8;1
1014;0.02561776;0.0127684;9721904015;483777679.1;2916611240;320605036.6;1
1015;0.01563989;0.01076485;3370794837;884077848.1;1770779863;157399458.8;1
1016;0.00356969;0.00646616;4287897989;1448268236;17730178631;374435383.2;1
1017;0.03838024;0.00206329;6715964125;1459379753;25859803514;280740716.1;1
1018;0.00462689;0.00238629;3261264594;795970825.4;19530274296;190023797.2;1
1019;0.02155301;0.00309849;6771475488;2194766996;31710920548;380532853.8;1
1020;0.00416569;0.00640581;3693976226;1520014090;7202814808;702628417;1
